ticket_id,date,customer_code,product_code,market,issue_category,sentiment,priority,ticket_text,resolution_time_hours
TKT004089,2021-08-01,80001019,A6419160303,China,Quality,neutral,Medium,We need clarification about the product quality and warranty.,6.3
TKT004090,2020-02-01,90011191,A4620110601,France,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,2.6
TKT004091,2020-05-01,90013120,A6919160302,Italy,Delivery,negative,High,Delivery is taking longer than expected and this is affecting our purchase decision.,3.8
TKT004092,2019-01-01,70004070,A4620110606,Japan,Quality,neutral,High,We need clarification about the product quality and warranty.,19.0
TKT004093,2018-09-01,90006153,A5519110303,Philiphines,Product information,neutral,Low,Please provide more information about the product and available variants.,11.7
TKT004094,2020-12-01,90012033,A2520150502,Germany,Positive,positive,Medium,The product is performing well and we are considering another order.,5.0
TKT004095,2020-09-01,70009133,A4319110302,Newzealand,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,7.7
TKT004096,2020-03-01,70003181,A2219150204,Indonesia,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,3.3
TKT004097,2019-02-01,90022081,A0321150302,USA,Product information,neutral,Low,Please provide more information about the product and available variants.,6.5
TKT004098,2020-10-01,90005162,A3621150802,Pakistan,Positive,positive,High,The product is performing well and we are considering another order.,4.7
TKT004099,2019-08-01,90019200,A2021150504,Sweden,Product information,neutral,High,Please provide more information about the product and available variants.,18.5
TKT004100,2020-05-01,70020104,A4721110705,Austria,Quality,neutral,Low,We need clarification about the product quality and warranty.,10.5
TKT004101,2021-04-01,90020100,A2118150106,Austria,Positive,positive,Medium,The product is performing well and we are considering another order.,3.1
TKT004102,2019-02-01,90002016,A0721150404,India,Positive,positive,Low,The product is performing well and we are considering another order.,5.2
TKT004103,2021-08-01,80007196,A0320150301,South Korea,Quality,neutral,Low,We need clarification about the product quality and warranty.,5.7
TKT004104,2021-06-01,90005162,A5318110104,Pakistan,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,9.4
TKT004105,2019-04-01,90023025,A6119110202,Canada,Positive,positive,Low,The product is performing well and we are considering another order.,10.1
TKT004106,2020-03-01,90018110,A3320150502,Spain,Quality,neutral,Medium,We need clarification about the product quality and warranty.,9.6
TKT004107,2020-02-01,90021092,A2219150204,United Kingdom,Quality,neutral,Low,We need clarification about the product quality and warranty.,8.4
TKT004108,2020-04-01,90004068,A5621110403,Japan,Product information,neutral,Low,Please provide more information about the product and available variants.,4.4
TKT004109,2018-11-01,90023030,A3920150305,Canada,Positive,positive,Low,The product is performing well and we are considering another order.,8.3
TKT004110,2019-01-01,90012034,A1320150403,Germany,Product information,neutral,Medium,Please provide more information about the product and available variants.,9.8
TKT004111,2020-01-01,90011189,A2118150106,France,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,3.9
TKT004112,2019-04-01,90016173,A5721110504,Poland,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,6.1
TKT004113,2021-02-01,90013124,A4419110401,Italy,Positive,positive,High,The product is performing well and we are considering another order.,22.1
TKT004114,2020-07-01,90008166,A6919160302,Australia,Quality,neutral,Medium,We need clarification about the product quality and warranty.,6.7
TKT004115,2020-11-01,90020098,A2419150402,Austria,Product information,neutral,Medium,Please provide more information about the product and available variants.,4.7
TKT004116,2021-08-01,90007197,A5419110202,South Korea,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,11.6
TKT004117,2018-12-01,90022071,A2118150102,USA,Quality,neutral,Low,We need clarification about the product quality and warranty.,6.1
TKT004118,2021-05-01,80006154,A4118110105,Philiphines,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,7.1
TKT004119,2019-06-01,90008167,A4419110406,Australia,Delivery,negative,High,Delivery is taking longer than expected and this is affecting our purchase decision.,4.7
TKT004120,2019-05-01,70014142,A4020150401,Netherlands,Delivery,negative,High,Delivery is taking longer than expected and this is affecting our purchase decision.,6.1
TKT004121,2019-07-01,70020104,A6121110208,Austria,Quality,neutral,Low,We need clarification about the product quality and warranty.,4.3
TKT004122,2019-05-01,90010045,A2118150101,Bangladesh,Quality,neutral,Low,We need clarification about the product quality and warranty.,5.2
TKT004123,2021-02-01,90014139,A2720150701,Netherlands,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,2.9
TKT004124,2019-04-01,90021090,A1018150101,United Kingdom,Product information,neutral,Medium,Please provide more information about the product and available variants.,3.0
TKT004125,2019-02-01,90017053,A6818160202,Portugal,Product information,neutral,Medium,Please provide more information about the product and available variants.,5.0
TKT004126,2021-05-01,90005161,A4218110202,Pakistan,Product information,neutral,Medium,Please provide more information about the product and available variants.,6.2
TKT004127,2019-10-01,90019200,A2020150501,Sweden,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,5.6
TKT004128,2021-01-01,90017056,A2821150801,Portugal,Positive,positive,Low,The product is performing well and we are considering another order.,2.1
TKT004129,2020-10-01,90018114,A5721110502,Spain,Quality,neutral,Low,We need clarification about the product quality and warranty.,2.5
TKT004130,2021-04-01,90012035,A1919150403,Germany,Product information,neutral,High,Please provide more information about the product and available variants.,10.0
TKT004131,2020-06-01,90021089,A4419110404,United Kingdom,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,7.9
TKT004132,2020-05-01,90015149,A6620160502,Norway,Product information,neutral,Medium,Please provide more information about the product and available variants.,2.3
TKT004133,2021-05-01,80006154,A2620150606,Philiphines,Positive,positive,Low,The product is performing well and we are considering another order.,1.6
TKT004134,2020-08-01,90001021,A3819150203,China,Quality,neutral,Low,We need clarification about the product quality and warranty.,2.7
TKT004135,2018-10-01,90019202,A4620110606,Sweden,Quality,neutral,Low,We need clarification about the product quality and warranty.,4.1
TKT004136,2020-02-01,90022075,A6419160302,USA,Quality,neutral,Low,We need clarification about the product quality and warranty.,4.6
TKT004137,2020-06-01,90014136,A3220150404,Netherlands,Product information,neutral,High,Please provide more information about the product and available variants.,6.2
TKT004138,2020-11-01,90003179,A4319110306,Indonesia,Positive,positive,Medium,The product is performing well and we are considering another order.,4.1
TKT004139,2020-08-01,90002008,A6019110107,India,Product information,neutral,Medium,Please provide more information about the product and available variants.,1.7
TKT004140,2021-05-01,90013119,A3621150804,Italy,Quality,neutral,Medium,We need clarification about the product quality and warranty.,5.6
TKT004141,2018-12-01,90017054,A2520150506,Portugal,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,2.8
TKT004142,2021-08-01,90005160,A0220150203,Pakistan,Quality,neutral,Low,We need clarification about the product quality and warranty.,4.5
TKT004143,2020-04-01,90003179,A1118150202,Indonesia,Product information,neutral,Low,Please provide more information about the product and available variants.,7.7
TKT004144,2020-11-01,90005162,A3320150501,Pakistan,Quality,neutral,High,We need clarification about the product quality and warranty.,6.2
TKT004145,2019-09-01,90012035,A6520160402,Germany,Quality,neutral,High,We need clarification about the product quality and warranty.,14.2
TKT004146,2020-08-01,90003180,A3718150101,Indonesia,Product information,neutral,Low,Please provide more information about the product and available variants.,3.1
TKT004147,2020-08-01,70007198,A3621150805,South Korea,Quality,neutral,Low,We need clarification about the product quality and warranty.,3.5
TKT004148,2021-02-01,70022085,A2821150806,USA,Product information,neutral,Medium,Please provide more information about the product and available variants.,5.7
TKT004149,2019-01-01,70012043,A3220150404,Germany,Quality,neutral,High,We need clarification about the product quality and warranty.,4.6
TKT004150,2019-07-01,90004066,A5419110208,Japan,Quality,neutral,Low,We need clarification about the product quality and warranty.,5.7
TKT004151,2021-01-01,90003179,A4419110404,Indonesia,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,2.7
TKT004152,2019-06-01,90002008,A4419110407,India,Quality,neutral,Low,We need clarification about the product quality and warranty.,12.4
TKT004153,2019-05-01,90012038,A0821150504,Germany,Product information,neutral,Low,Please provide more information about the product and available variants.,11.8
TKT004154,2019-07-01,70007199,A2020150501,South Korea,Quality,neutral,Medium,We need clarification about the product quality and warranty.,10.7
TKT004155,2021-05-01,90022079,A3521150706,USA,Product information,neutral,Medium,Please provide more information about the product and available variants.,8.0
TKT004156,2020-12-01,90016173,A5620110401,Poland,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,6.1
TKT004157,2018-09-01,90006153,A4318110301,Philiphines,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,11.9
TKT004158,2020-02-01,90017057,A6918160303,Portugal,Quality,neutral,Medium,We need clarification about the product quality and warranty.,3.5
TKT004159,2021-08-01,90016173,A2219150206,Poland,Product information,neutral,Medium,Please provide more information about the product and available variants.,6.9
TKT004160,2019-03-01,90021087,A4319110305,United Kingdom,Positive,positive,Low,The product is performing well and we are considering another order.,2.9
TKT004161,2019-01-01,90023023,A7118160101,Canada,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,3.2
TKT004162,2020-01-01,90013123,A3621150802,Italy,Positive,positive,Medium,The product is performing well and we are considering another order.,21.3
TKT004163,2019-05-01,90005160,A2219150206,Pakistan,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,1.6
TKT004164,2020-05-01,90003180,A3621150804,Indonesia,Product information,neutral,High,Please provide more information about the product and available variants.,2.6
TKT004165,2019-02-01,70003181,A2918150104,Indonesia,Positive,positive,Low,The product is performing well and we are considering another order.,1.9
TKT004166,2021-04-01,90018109,A2721150705,Spain,Product information,neutral,Low,Please provide more information about the product and available variants.,2.7
TKT004167,2019-02-01,90022077,A3718150105,USA,Product information,neutral,Medium,Please provide more information about the product and available variants.,5.3
TKT004168,2019-09-01,90012037,A2918150105,Germany,Positive,positive,Low,The product is performing well and we are considering another order.,8.6
TKT004169,2020-01-01,90018113,A4620110602,Spain,Positive,positive,Low,The product is performing well and we are considering another order.,3.3
TKT004170,2020-02-01,90008167,A3320150504,Australia,Positive,positive,Medium,The product is performing well and we are considering another order.,5.8
TKT004171,2020-02-01,90015150,A3421150605,Norway,Quality,neutral,Medium,We need clarification about the product quality and warranty.,1.9
TKT004172,2019-10-01,90013118,A4720110701,Italy,Positive,positive,Low,The product is performing well and we are considering another order.,4.7
TKT004173,2019-01-01,90005161,A4118110105,Pakistan,Product information,neutral,Medium,Please provide more information about the product and available variants.,6.4
TKT004174,2020-01-01,90018113,A4118110101,Spain,Product information,neutral,High,Please provide more information about the product and available variants.,9.2
TKT004175,2020-02-01,90013119,A4419110404,Italy,Quality,neutral,High,We need clarification about the product quality and warranty.,12.5
TKT004176,2021-02-01,90004065,A6018110101,Japan,Quality,neutral,Low,We need clarification about the product quality and warranty.,5.9
TKT004177,2018-10-01,90023030,A3119150302,Canada,Quality,neutral,Low,We need clarification about the product quality and warranty.,4.8
TKT004178,2019-12-01,90023029,A0721150403,Canada,Positive,positive,Low,The product is performing well and we are considering another order.,16.3
TKT004179,2020-01-01,90017057,A3920150305,Portugal,Quality,neutral,Low,We need clarification about the product quality and warranty.,2.0
TKT004180,2020-04-01,90004061,A7119160103,Japan,Quality,neutral,Low,We need clarification about the product quality and warranty.,2.8
TKT004181,2019-02-01,70010047,A2721150702,Bangladesh,Positive,positive,Low,The product is performing well and we are considering another order.,2.7
TKT004182,2020-08-01,90022082,A3120150306,USA,Quality,neutral,Medium,We need clarification about the product quality and warranty.,8.0
TKT004183,2021-05-01,90023029,A0118150103,Canada,Product information,neutral,Low,Please provide more information about the product and available variants.,5.3
TKT004184,2020-02-01,90002008,A4821110807,India,Product information,neutral,Low,Please provide more information about the product and available variants.,6.8
TKT004185,2020-07-01,90021091,A3920150301,United Kingdom,Positive,positive,Medium,The product is performing well and we are considering another order.,4.2
TKT004186,2020-04-01,90020097,A3120150304,Austria,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,8.7
TKT004187,2019-02-01,90005161,A6719160101,Pakistan,Positive,positive,Low,The product is performing well and we are considering another order.,7.7
TKT004188,2021-04-01,70010047,A5419110207,Bangladesh,Positive,positive,Low,The product is performing well and we are considering another order.,2.9
TKT004189,2020-12-01,90005161,A6218160101,Pakistan,Product information,neutral,Medium,Please provide more information about the product and available variants.,1.7
TKT004190,2019-04-01,70012042,A4021150405,Germany,Quality,neutral,Medium,We need clarification about the product quality and warranty.,4.6
TKT004191,2020-10-01,70006158,A0921150604,Philiphines,Positive,positive,High,The product is performing well and we are considering another order.,1.3
TKT004192,2019-12-01,90020098,A2021150504,Austria,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,10.1
TKT004193,2019-11-01,70011194,A5318110107,France,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,4.0
TKT004194,2019-05-01,90012034,A1219150302,Germany,Product information,neutral,Medium,Please provide more information about the product and available variants.,7.8
TKT004195,2020-06-01,90006153,A2319150304,Philiphines,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,3.7
TKT004196,2020-03-01,90013119,A1521150603,Italy,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,6.5
TKT004197,2020-10-01,90002015,A5520110305,India,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,6.1
TKT004198,2020-11-01,90023027,A6218160102,Canada,Product information,neutral,High,Please provide more information about the product and available variants.,4.1
TKT004199,2019-09-01,90023023,A4620110601,Canada,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,8.4
TKT004200,2021-03-01,90015144,A4020150401,Norway,Positive,positive,Medium,The product is performing well and we are considering another order.,5.7
TKT004201,2020-03-01,90023024,A6921160301,Canada,Positive,positive,Low,The product is performing well and we are considering another order.,9.8
TKT004202,2018-11-01,90003180,A2620150606,Indonesia,Product information,neutral,High,Please provide more information about the product and available variants.,6.7
TKT004203,2019-05-01,90023026,A6520160403,Canada,Quality,neutral,Medium,We need clarification about the product quality and warranty.,15.4
TKT004204,2021-08-01,80007196,A5318110103,South Korea,Quality,neutral,Low,We need clarification about the product quality and warranty.,8.3
TKT004205,2020-05-01,90020098,A3521150704,Austria,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,24.1
TKT004206,2020-04-01,90002007,A4620110601,India,Positive,positive,Low,The product is performing well and we are considering another order.,15.5
TKT004207,2020-09-01,90005162,A0619150301,Pakistan,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,10.1
TKT004208,2019-04-01,70003181,A4419110405,Indonesia,Quality,neutral,Low,We need clarification about the product quality and warranty.,9.0
TKT004209,2020-09-01,90015145,A2620150604,Norway,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,9.4
TKT004210,2018-09-01,70016178,A0619150302,Poland,Quality,neutral,Medium,We need clarification about the product quality and warranty.,3.2
TKT004211,2019-12-01,90015149,A5721110503,Norway,Product information,neutral,Medium,Please provide more information about the product and available variants.,6.0
TKT004212,2020-10-01,90014135,A1018150103,Netherlands,Product information,neutral,Medium,Please provide more information about the product and available variants.,12.5
TKT004213,2019-11-01,90022075,A5721110508,USA,Positive,positive,Medium,The product is performing well and we are considering another order.,8.2
TKT004214,2021-06-01,90015150,A2319150305,Norway,Product information,neutral,Low,Please provide more information about the product and available variants.,3.8
TKT004215,2019-03-01,70008170,A5318110102,Australia,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,1.3
TKT004216,2021-03-01,90013121,A7321160301,Italy,Positive,positive,Low,The product is performing well and we are considering another order.,12.8
TKT004217,2018-09-01,90022073,A4821110807,USA,Product information,neutral,Medium,Please provide more information about the product and available variants.,8.6
TKT004218,2021-03-01,90001021,A2319150305,China,Product information,neutral,Low,Please provide more information about the product and available variants.,3.2
TKT004219,2019-06-01,90001020,A5519110302,China,Product information,neutral,Low,Please provide more information about the product and available variants.,0.9
TKT004220,2020-05-01,70008170,A6919160302,Australia,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,4.6
TKT004221,2019-02-01,90015147,A1618150104,Norway,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,5.8
TKT004222,2019-09-01,70003181,A5721110501,Indonesia,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,6.3
TKT004223,2020-03-01,70023031,A7018160402,Canada,Product information,neutral,Low,Please provide more information about the product and available variants.,6.8
TKT004224,2019-08-01,90008166,A4118110102,Australia,Positive,positive,Low,The product is performing well and we are considering another order.,4.8
TKT004225,2020-09-01,90022074,A3120150305,USA,Delivery,negative,High,Delivery is taking longer than expected and this is affecting our purchase decision.,1.4
TKT004226,2019-08-01,90009132,A1819150303,Newzealand,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,8.9
TKT004227,2019-05-01,90016176,A5419110204,Poland,Product information,neutral,Low,Please provide more information about the product and available variants.,3.6
TKT004228,2019-01-01,90006156,A7321160303,Philiphines,Product information,neutral,Medium,Please provide more information about the product and available variants.,12.1
TKT004229,2019-02-01,90004061,A4520110506,Japan,Positive,positive,Low,The product is performing well and we are considering another order.,5.6
TKT004230,2021-08-01,90013117,A5621110408,Italy,Quality,neutral,Low,We need clarification about the product quality and warranty.,5.4
TKT004231,2018-12-01,70022085,A2721150705,USA,Quality,neutral,Medium,We need clarification about the product quality and warranty.,4.8
TKT004232,2020-03-01,70015151,A0721150401,Norway,Positive,positive,Low,The product is performing well and we are considering another order.,8.0
TKT004233,2019-06-01,70010048,A3119150301,Bangladesh,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,1.9
TKT004234,2019-04-01,90016171,A4218110204,Poland,Product information,neutral,Medium,Please provide more information about the product and available variants.,15.4
TKT004235,2020-12-01,70011194,A2520150501,France,Product information,neutral,Medium,Please provide more information about the product and available variants.,7.9
TKT004236,2018-10-01,70022084,A5318110102,USA,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,7.9
TKT004237,2021-08-01,90008164,A2419150402,Australia,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,3.9
TKT004238,2018-11-01,70004070,A4821110805,Japan,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,2.6
TKT004239,2021-07-01,80007195,A2419150404,South Korea,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,6.3
TKT004240,2020-07-01,90001021,A6319160202,China,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,3.6
TKT004241,2020-11-01,90014140,A0921150604,Netherlands,Quality,neutral,High,We need clarification about the product quality and warranty.,3.6
TKT004242,2019-07-01,90009132,A1919150401,Newzealand,Positive,positive,Medium,The product is performing well and we are considering another order.,4.7
TKT004243,2021-05-01,90019200,A6620160502,Sweden,Quality,neutral,Medium,We need clarification about the product quality and warranty.,4.4
TKT004244,2019-01-01,90016173,A4821110804,Poland,Product information,neutral,Medium,Please provide more information about the product and available variants.,22.4
TKT004245,2019-12-01,70017060,A2319150302,Portugal,Product information,neutral,High,Please provide more information about the product and available variants.,14.1
TKT004246,2020-05-01,70023031,A3019150204,Canada,Product information,neutral,Low,Please provide more information about the product and available variants.,3.6
TKT004247,2020-04-01,70004070,A3819150203,Japan,Positive,positive,Low,The product is performing well and we are considering another order.,2.5
TKT004248,2020-11-01,90021088,A7020160403,United Kingdom,Positive,positive,Medium,The product is performing well and we are considering another order.,5.3
TKT004249,2019-05-01,90021090,A2219150204,United Kingdom,Quality,neutral,Medium,We need clarification about the product quality and warranty.,8.8
TKT004250,2020-03-01,90010046,A4419110402,Bangladesh,Positive,positive,Medium,The product is performing well and we are considering another order.,2.1
TKT004251,2018-12-01,90013119,A6520160403,Italy,Product information,neutral,Low,Please provide more information about the product and available variants.,2.3
TKT004252,2019-10-01,90012039,A4020150401,Germany,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,12.0
TKT004253,2019-04-01,90013124,A2918150102,Italy,Quality,neutral,Medium,We need clarification about the product quality and warranty.,8.8
TKT004254,2020-09-01,90015147,A2520150505,Norway,Positive,positive,Low,The product is performing well and we are considering another order.,4.9
TKT004255,2019-02-01,70014142,A0821150501,Netherlands,Positive,positive,Low,The product is performing well and we are considering another order.,9.3
TKT004256,2019-01-01,90013124,A4021150403,Italy,Positive,positive,Low,The product is performing well and we are considering another order.,2.9
TKT004257,2020-09-01,90023023,A4821110804,Canada,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,8.2
TKT004258,2019-08-01,90003179,A3220150406,Indonesia,Positive,positive,Medium,The product is performing well and we are considering another order.,5.5
TKT004259,2018-10-01,70006158,A2918150104,Philiphines,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,12.5
TKT004260,2020-04-01,90020101,A3819150205,Austria,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,14.2
TKT004261,2019-09-01,90017054,A2520150504,Portugal,Positive,positive,Low,The product is performing well and we are considering another order.,1.4
TKT004262,2020-06-01,90018112,A4821110804,Spain,Product information,neutral,Low,Please provide more information about the product and available variants.,4.8
TKT004263,2021-08-01,70019204,A1521150603,Sweden,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,6.8
TKT004264,2020-08-01,90002013,A2620150602,India,Quality,neutral,High,We need clarification about the product quality and warranty.,8.6
TKT004265,2021-08-01,90012041,A0721150401,Germany,Product information,neutral,High,Please provide more information about the product and available variants.,1.7
TKT004266,2020-09-01,90014136,A5520110307,Netherlands,Quality,neutral,Low,We need clarification about the product quality and warranty.,7.6
TKT004267,2021-06-01,70019204,A7119160102,Sweden,Quality,neutral,Low,We need clarification about the product quality and warranty.,1.3
TKT004268,2019-02-01,90020097,A3920150301,Austria,Product information,neutral,Low,Please provide more information about the product and available variants.,18.0
TKT004269,2021-02-01,70014142,A6419160303,Netherlands,Positive,positive,Medium,The product is performing well and we are considering another order.,1.7
TKT004270,2021-08-01,90022073,A5318110104,USA,Product information,neutral,Medium,Please provide more information about the product and available variants.,12.2
TKT004271,2019-11-01,70015152,A4218110206,Norway,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,2.3
TKT004272,2021-01-01,80007196,A5520110307,South Korea,Quality,neutral,Low,We need clarification about the product quality and warranty.,5.6
TKT004273,2019-01-01,90020097,A1718150203,Austria,Quality,neutral,High,We need clarification about the product quality and warranty.,2.9
TKT004274,2019-12-01,90011189,A3920150301,France,Quality,neutral,Low,We need clarification about the product quality and warranty.,4.4
TKT004275,2021-08-01,90013119,A2118150105,Italy,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,1.7
TKT004276,2019-11-01,70015151,A3019150205,Norway,Positive,positive,Medium,The product is performing well and we are considering another order.,4.7
TKT004277,2019-01-01,90023026,A2419150405,Canada,Quality,neutral,Low,We need clarification about the product quality and warranty.,5.0
TKT004278,2019-09-01,90012039,A0721150403,Germany,Product information,neutral,Low,Please provide more information about the product and available variants.,23.9
TKT004279,2019-06-01,90006153,A4721110705,Philiphines,Quality,neutral,Medium,We need clarification about the product quality and warranty.,1.6
TKT004280,2019-05-01,70007199,A2620150606,South Korea,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,6.5
TKT004281,2020-10-01,70007199,A5519110302,South Korea,Product information,neutral,Medium,Please provide more information about the product and available variants.,5.0
TKT004282,2020-03-01,90020098,A2721150702,Austria,Product information,neutral,Medium,Please provide more information about the product and available variants.,4.2
TKT004283,2018-12-01,90019200,A0321150303,Sweden,Positive,positive,Low,The product is performing well and we are considering another order.,5.0
TKT004284,2019-12-01,90009132,A3018150202,Newzealand,Quality,neutral,Low,We need clarification about the product quality and warranty.,1.5
TKT004285,2021-03-01,70016177,A0418150102,Poland,Positive,positive,Medium,The product is performing well and we are considering another order.,3.3
TKT004286,2018-11-01,90020103,A4218110205,Austria,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,5.6
TKT004287,2018-12-01,70003182,A2218150202,Indonesia,Positive,positive,Low,The product is performing well and we are considering another order.,2.4
TKT004288,2019-10-01,90023022,A5721110504,Canada,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,5.9
TKT004289,2019-07-01,90013124,A2419150401,Italy,Quality,neutral,Low,We need clarification about the product quality and warranty.,3.1
TKT004290,2018-11-01,70013125,A4720110702,Italy,Product information,neutral,Low,Please provide more information about the product and available variants.,7.5
TKT004291,2020-07-01,90002010,A4620110604,India,Product information,neutral,Medium,Please provide more information about the product and available variants.,7.1
TKT004292,2018-09-01,70007198,A2419150405,South Korea,Positive,positive,Low,The product is performing well and we are considering another order.,12.0
TKT004293,2020-08-01,90012041,A3120150305,Germany,Quality,neutral,Low,We need clarification about the product quality and warranty.,3.7
TKT004294,2020-07-01,90014136,A6018110105,Netherlands,Product information,neutral,Medium,Please provide more information about the product and available variants.,5.2
TKT004295,2020-05-01,90013121,A4721110708,Italy,Product information,neutral,Medium,Please provide more information about the product and available variants.,0.7
TKT004296,2021-01-01,90017049,A4620110605,Portugal,Quality,neutral,Low,We need clarification about the product quality and warranty.,13.6
TKT004297,2020-06-01,90013124,A6818160201,Italy,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,3.9
TKT004298,2020-01-01,90013121,A3019150206,Italy,Positive,positive,Low,The product is performing well and we are considering another order.,7.9
TKT004299,2019-08-01,70008169,A6818160201,Australia,Quality,neutral,Medium,We need clarification about the product quality and warranty.,1.7
TKT004300,2019-08-01,90014139,A2821150805,Netherlands,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,6.1
TKT004301,2020-07-01,90022071,A5620110402,USA,Quality,neutral,Low,We need clarification about the product quality and warranty.,4.1
TKT004302,2020-04-01,90012034,A6120110205,Germany,Quality,neutral,Medium,We need clarification about the product quality and warranty.,5.8
TKT004303,2020-05-01,90001020,A3718150103,China,Product information,neutral,Low,Please provide more information about the product and available variants.,6.5
TKT004304,2019-07-01,90023026,A2021150503,Canada,Quality,neutral,Low,We need clarification about the product quality and warranty.,8.1
TKT004305,2021-05-01,90023028,A4218110204,Canada,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,8.5
TKT004306,2020-11-01,70014143,A3421150605,Netherlands,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,4.5
TKT004307,2021-08-01,90022080,A4720110702,USA,Product information,neutral,Medium,Please provide more information about the product and available variants.,13.5
TKT004308,2019-04-01,90013122,A4419110408,Italy,Quality,neutral,Medium,We need clarification about the product quality and warranty.,1.8
TKT004309,2019-10-01,90014140,A5721110501,Netherlands,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,9.2
TKT004310,2020-09-01,70007198,A6621160503,South Korea,Positive,positive,Low,The product is performing well and we are considering another order.,10.7
TKT004311,2020-07-01,90020098,A2419150405,Austria,Positive,positive,High,The product is performing well and we are considering another order.,2.8
TKT004312,2020-05-01,90015147,A5318110108,Norway,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,7.1
TKT004313,2019-01-01,90011187,A6219160103,France,Positive,positive,Medium,The product is performing well and we are considering another order.,7.9
TKT004314,2020-03-01,90021094,A1920150404,United Kingdom,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,7.1
TKT004315,2020-01-01,90005161,A2219150204,Pakistan,Quality,neutral,Low,We need clarification about the product quality and warranty.,3.9
TKT004316,2020-05-01,90009130,A0620150303,Newzealand,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,0.9
TKT004317,2019-03-01,90022077,A5419110201,USA,Positive,positive,Medium,The product is performing well and we are considering another order.,3.0
